,Date,User,Tweet
158,2023-04-09 21:15:15+00:00,LakersNation,"End of 3Q: #Lakers 99, Jazz 95

A little too close for comfort for LA, so they've got to lock in for the final 12 minutes."
159,2023-04-09 21:12:36+00:00,LakersNation,Great find from DLo to Rui who cuts baseline for the dunk
160,2023-04-09 21:08:45+00:00,LakersNation,"Credit to Utah, clearly playing as hard as they can in their final game of the year."
161,2023-04-09 21:03:34+00:00,LakersNation,STOP TRYING TO CHALLENGE AD
162,2023-04-09 21:02:23+00:00,LakersNation,Troy Downtown Brown nails the triple to give LA a nine-point lead
163,2023-04-09 20:57:43+00:00,LakersNation,"Well, the Lakers have a lead but it's only 83-79."
164,2023-04-09 20:54:54+00:00,LakersNation,"Meanwhile, this is happening in another important game."
165,2023-04-09 20:54:27+00:00,LakersNation,"Of course, here comes Utah again."
166,2023-04-09 20:52:11+00:00,LakersNation,"Good start to the third for the Lakers. Hopefully no lulls this time around, though"
167,2023-04-09 20:48:00+00:00,LakersNation,"Close this thing out the right way.

Second half is underway. #LakeShow"
168,2023-04-09 20:32:46+00:00,LakersNation,"HALFTIME: #Lakers 65, Jazz 56

LA has a lead after some lazy stretches but they can't let up in the second half."
169,2023-04-09 20:29:05+00:00,LakersNation,I would strongly prefer Austin not get hurt today.
170,2023-04-09 20:27:30+00:00,LakersNation,Perfect ball movement to set up that D'Angelo 3
171,2023-04-09 20:25:45+00:00,LakersNation,AD putback dunk after the timeout. Need him to get more touches
172,2023-04-09 20:22:26+00:00,LakersNation,"Welp, this has been a blah quarter as LA somehow trails 48-47."
173,2023-04-09 20:16:49+00:00,LakersNation,Timeout here as the Lakers reclaim a 46-42 lead.
174,2023-04-09 20:14:47+00:00,LakersNation,"Never mind, Austin Reaves exists"
175,2023-04-09 20:14:23+00:00,LakersNation,The Jazz have the lead.
176,2023-04-09 20:11:36+00:00,LakersNation,Tweeted this too soon as Utah immediately went on a 8-0 run.
177,2023-04-09 20:09:24+00:00,LakersNation,"LeBron jumper to kick off the second followed by a Beasley 3.

Lakers back up 11."
178,2023-04-09 20:04:40+00:00,LakersNation,"End of 1Q: #Lakers 31, Jazz 25

Pretty good start for the Lakers, but the Jazz aren't going away."
179,2023-04-09 20:04:03+00:00,LakersNation,"Hope no one was banking on Golden State losing today, lol."
180,2023-04-09 20:01:09+00:00,LakersNation,LA restoring some order after the timeout. Love it.
181,2023-04-09 19:56:40+00:00,LakersNation,"Timeout LA as Utah's gone on a 11-2 run.

Lakers lead 22-18."
182,2023-04-09 19:55:49+00:00,LakersNation,Little bit of an offensive lull here for the Lakers as the Jazz have cut things to 6.
183,2023-04-09 19:51:38+00:00,LakersNation,B3ASL3Y gets in on the fun!
184,2023-04-09 19:50:41+00:00,LakersNation,"No NFL yet, but Vando hits AD in stride for the touchdown (dunk)"
185,2023-04-09 19:48:57+00:00,LakersNation,Well LeBron is off to a great start. Hits another 3 after the timeout
186,2023-04-09 19:45:09+00:00,LakersNation,"And again!

Great start for LA who leads 10-3 early."
187,2023-04-09 19:44:16+00:00,LakersNation,LEBRON JAM3S
188,2023-04-09 19:42:34+00:00,LakersNation,AD gets the first bucket for the Lakers this afternoon.
189,2023-04-09 19:40:57+00:00,LakersNation,"One more time for the regular season.

Ball is up. #LakeShow"
190,2023-04-09 19:37:13+00:00,LakersNation,"We made it to the regular season finale of Lakers-Jazz. @_MatthewPeralta here for y'all on Easter Sunday, but follow the squad too:

@MMoreno1015 
@DStarkand 
@RyanWardLA 
@Trevor_Lane 
@_MatthewPeralta
@rongutterman24
@MarkAGunnels
@Sean_Davi 
@JosephDChapa
@GharibSports"
191,2023-04-09 19:05:00+00:00,LakersNation,"PREVIEW: #Lakers look to finish regular season on high note against shorthanded Jazz.
https://t.co/GLVWxO1NuW https://t.co/8y4AaMuatN"
192,2023-04-09 18:02:00+00:00,LakersNation,"Darvin Ham hopes to see 'many more great years' from Austin Reaves in a #Lakers uniform.
https://t.co/X3Os2qXmln https://t.co/JisdLYLIe4"
193,2023-04-09 17:42:04+00:00,LakersNation,#Lakers have made these signings official.
194,2023-04-09 17:03:00+00:00,LakersNation,"Malik Beasley explained how he got through his recent shooting slump.
https://t.co/alrE2JgBcr https://t.co/hF8BOuoBK7"
195,2023-04-09 16:07:13+00:00,LakersNation,"#Lakers are reportedly bolstering their depth with a pair of signings on the final day of the regular season.
https://t.co/bwzDtDy5sj https://t.co/pFLYPAvnnq"
196,2023-04-09 15:03:00+00:00,LakersNation,"""I’ve had a taste of the most positive drug you can use and that’s winning. I’ve done it twice and I want more of it.""
https://t.co/pzSLTyO2ps https://t.co/tsHbsKqncb"
197,2023-04-09 14:04:00+00:00,LakersNation,"Anthony Davis revealed that he and LeBron James thanked the Lakers' new players for helping turn the season around.
https://t.co/f5BirekHh4 https://t.co/G1m10TXRKR"
198,2023-04-09 13:05:00+00:00,LakersNation,"Here's what LeBron James had to say about the #Lakers going from 2-10 to above .500: 
https://t.co/Oz7uVYy65t https://t.co/wa2jqbpMgC"
199,2023-04-09 03:02:00+00:00,LakersNation,"On this day in #Lakers history, Shaquille O'Neal scored 34 against the Timberwolves to keep a win streak alive.
https://t.co/IBL4FyVwJw https://t.co/T2bwZJS4eu"
200,2023-04-09 02:01:00+00:00,LakersNation,"A look at the latest #Lakers status report, which revealed a new injury for Dennis Schroder:
https://t.co/nGloToPAHD https://t.co/94bFenlf4j"
201,2023-04-09 01:02:00+00:00,LakersNation,"While Darvin Ham is happy that the #Lakers turned their season around, he knows their work is nowhere near done.
https://t.co/pzSLTyO2ps https://t.co/6Oij1gtl4f"
202,2023-04-09 00:03:00+00:00,LakersNation,"Jay Huff was named G League Defensive Player of the Year after his stellar season with the South Bay Lakers.
https://t.co/MhQhNyQko9 https://t.co/5hwtWiujsu"
203,2023-04-08 23:02:00+00:00,LakersNation,"LeBron James is not surprised by the recent leap Austin Reaves has taken.
https://t.co/cAKtfVtOaM https://t.co/1tpHjv9Hoe"
204,2023-04-08 22:02:00+00:00,LakersNation,"Anthony Davis thanked the Lakers' new players for helping turn their season around.
https://t.co/f5BirekHh4 https://t.co/M7ODSSrjl8"
205,2023-04-08 21:03:00+00:00,LakersNation,"#Lakers became the first team since 2004-05 to finish the season above .500 after starting 2-10.
https://t.co/7Teybf60nc https://t.co/dh7NkVRSf2"
206,2023-04-08 20:01:00+00:00,LakersNation,"VIDEO: @Trevor_Lane and @DStarkand broke down the difficult roster decisions the #Lakers will need to make this summer.

https://t.co/LAzXYfeusx"
207,2023-04-08 19:03:00+00:00,LakersNation,"LeBron James is proud of how the #Lakers turned their season around after starting 2-10.
https://t.co/Oz7uVYy65t https://t.co/EGZUaZWqbG"
208,2023-04-08 18:18:39+00:00,LakersNation,https://t.co/ob32ggzLTX
209,2023-04-08 18:02:00+00:00,LakersNation,"Dennis Schroder sat out last night due to ‘extreme’ neck soreness that the staff was trying to get ahead of.
https://t.co/RwcSqwHown https://t.co/kLsxgFKjnL"
