,Date,User,Tweet
288,2023-03-16 00:43:42+00:00,LakersReporter,"Austin Reaves is doing his part off the bench, now 3 for 3 from the field plus a pair of and-1 FT's to get LAL within 12 at 38-26."
289,2023-03-16 00:19:59+00:00,LakersReporter,"Without Anthony Davis, the Lakers have given up 19 points on 8 of 12 Houston FG's in the first 6 minutes of the 1st Q. They trail by 8."
290,2023-03-15 23:36:55+00:00,LakersReporter,"In the absence of Davis on this B2B, the Lakers will start Rui Hachimura and Jarred Vanderbilt alongside Troy Brown Jr., Malik Beasley and D’Angelo Russell. Last time Davis missed the 2nd night of a B2B (at OKC), Russell was out as well. He’ll help carry the extra usage."
291,2023-03-15 16:29:33+00:00,LakersReporter,"Lakers at Rockets, Three Things to Know:

https://t.co/NOZjm2Vf4U"
292,2023-03-15 02:35:03+00:00,LakersReporter,"Darvin Ham said Anthony Davis - 35P, 17R in the win - won’t play tomorrow night on the 2nd night of a B2B. That’s still the plan with the medical staff to hold him out of B2B’s that was put in place prior to his return to play from the stress reaction in his foot."
293,2023-03-15 02:04:57+00:00,LakersReporter,"Important play from Russell here will stop yet another Pelicans run here in the 2nd half, as his steal and drawn foul in defensive transition resulted in 2 bonus FT's, as LAL lead 109-94 with 4:49 to play."
294,2023-03-15 01:45:09+00:00,LakersReporter,"LAL led by as many as 40 in the 3rd Q, but certainly dropped off from an energy standpoint especially late in the period, as the Pelicans chipped away to make it 98-75 with 12 minutes to play."
295,2023-03-15 01:05:49+00:00,LakersReporter,"LAL up 75-40 at the half.

They dominated from 3, hitting a franchise record 15 in the half, but Anthony Davis has controlled things inside, as well, locking down the rim defensively and going 4 for 4 in the paint. He has 20 points and 8 boards."
296,2023-03-15 00:58:48+00:00,LakersReporter,"No Laker team had hit more than 14 3's in a half, before tonight:

Beasley: 7 for 10
Russell: 3 for 6
Hachimura: 2 for 2
Davis: 1 for 1
Brown Jr.: 1 for 2
Reaves: 1 for 2

NBA record for a half is 18, with 2:36 to play. 

Lakers lead 67-36."
297,2023-03-15 00:51:01+00:00,LakersReporter,"Rui Hachimura adds to the 3-point barrage with a pair of makes, as LAL are now 14 for 22. He came in shooting 4 for 8 from 3 in his last three games, and is 19 for 29 overall in that stretch (65.5%).

LAL up 60-34."
298,2023-03-15 00:45:34+00:00,LakersReporter,"Beasley is unconscious. That's 6 triples already, with 8 minutes still left in the 2nd Q, and LAL up 52-28."
299,2023-03-15 00:40:56+00:00,LakersReporter,"Austin Reaves had 4 assists in his opening stint of 8 bench minutes, plus 4 points and 3 boards. Another strong shift."
300,2023-03-15 00:34:12+00:00,LakersReporter,"LAL had their best 3-point shooting quarter of the season, hitting 9 triples, including 3 apiece by Russell and Beasley, to allow a 39-24 lead."
301,2023-03-15 00:27:14+00:00,LakersReporter,"Lakers lead 29-11 after Brown Jr. and Beasley hit B2B 3's, LAL's 5th and 6th already.

LAL have been locked in on offense tonight, with Beasley (3 for 4 from 3) and Brown Jr. (1 for 2) bouncing back from a tough shooting night on Sunday."
302,2023-03-15 00:15:53+00:00,LakersReporter,"LAL couldn't have started this game any better: they lead 14-0 after Davis scored the first 8, and Beasley and Russell followed with B2B 3's that were both wide open thanks to New Orleans double-teaming Davis.

Pelicans are 0 for 6 from the field."
303,2023-03-15 00:13:28+00:00,LakersReporter,"Anthony Davis took responsibility for LAL's loss on Sunday at home, challenging himself to play better on offense, and he opens with an and-1, a 3 and a long 2 in New Orleans as LAL goes up 8-0."
304,2023-03-14 22:38:04+00:00,LakersReporter,"Darvin Ham said the Lakers prepped for this game assuming Brandon Ingram would play. Ingram has missed two straight with an ankle injury, but is set to warm up in the court after participating fully in shootaround this morning."
305,2023-03-13 19:56:08+00:00,LakersReporter,👇🏻
306,2023-03-13 02:47:53+00:00,LakersReporter,"Make that 17 for his last 19, after yet another 3, plus a layup. 

He's up to 31 points tonight on 12 of 14 FG's, with 6 triples, as well as 7 assists and 5 boards in 25 minutes. He has LAL within 1 at 77-76."
307,2023-03-13 02:41:16+00:00,LakersReporter,"Last 4 quarters for D'Angelo Russell, including the 4th Q on Friday and the first three tonight: 15 for 17 FG's, 9 of 11 3's, 42 points, 9 assists."
308,2023-03-13 02:13:50+00:00,LakersReporter,"After scoring 16 points in the 4th Q of Friday's win on 5 of 5 FG's with 4 triples, @Dloading has 23 points in the 1st half against NYK on 9 of 10 FG's, and 4 of 5 3's, plus 5 assists and 0 turnovers."
309,2023-03-13 02:01:12+00:00,LakersReporter,"The bench carried the starters on Friday night, but tonight that equation has flipped, with LAL's starters - led by D'Angelo Russell's +14 - outplaying those of NYK. 

A 7-0 run trimmed NYK's 8-point lead to 1 at the 6:05 mark."
310,2023-03-13 01:36:14+00:00,LakersReporter,"LAL hold a 24-21 lead into a time out despite the Knicks attempting 6 free throws, with one more to come for Julius Randle. He'll have 5 of NYK's attempts thus far, with LAL yet to make a trip to the line.

Anthony Davis thought he deserved a call on the prior possession."
311,2023-03-13 01:21:41+00:00,LakersReporter,"B2B 3's from Russell here against the Knicks in the 1st Q, as he's kept it going from the 4th Q vs. Toronto, when he hit all 4 of his triples."
312,2023-03-12 23:23:46+00:00,LakersReporter,"Knicks will be without PG Jalen Brunson tonight; they will have Mitchell Robinson, who missed LAL’s OT win in January. Robinson had 8 off. boards against LAC last night, and will be a focal point.

New York is the only team in the NBA w/a better record on the road than at home."
313,2023-03-12 18:47:36+00:00,LakersReporter,"Lakers vs. Knicks: Three Things to Know:

https://t.co/gYozHHQm74"
314,2023-03-11 06:49:19+00:00,LakersReporter,"Russell on the LAL crowd: “The fans are ready to explode at a certain point of the game. They’re ready. I know that, I just want to bring that energy, and give them that. I want to be the guy that’s hyping up the crowd and letting them feel that more because it’s huge for us.”"
315,2023-03-11 06:45:50+00:00,LakersReporter,"Of Russell's 5 triples, 4 came in the 4th Q, as he gave energy to the crowd, and the crowd gave it back. He finished with 28 points and 9 assists in his first game back after 6 straight missed due to an ankle sprain.

LAL are 4-1 in the 5 games Russell's played in."
316,2023-03-11 06:09:56+00:00,LakersReporter,"Reaves, who was terrific with 18 pts + 5 asts towards a +26, on @Dloading: 

“He’s a really good basketball player that plays the game the right way. He’s very under control, plays at his own pace …  he’s just super talented. Only a handful of guys make (those types of shots).”"
317,2023-03-11 06:05:34+00:00,LakersReporter,"The Lakers, at 33-34, are 1 game under .500 for the first time this season since they began 0-1. 

They're 1/2 game out of the No. 8 seed (MIN, 34-34), and 1 game out of the No. 6 seed (DAL/GSW, 34-33)), plus 1.5 out of No. 5 (LAC, 35-33)."
318,2023-03-11 06:01:13+00:00,LakersReporter,"LAL outscored TOR 37-22 in the 4th Q, and 39-27 in the 2nd Q, to twice erase double-digit deficits to win their 3rd straight game, and 8th in 11 games since the trade deadline.

Schröder was +32 and Reaves +26 as LAL's bench guards keyed the flipping of the game."
319,2023-03-11 05:41:01+00:00,LakersReporter,"D'Angelo Russell has hit 3 big-time momentum 3's, including one here out of a time out to counter Toronto's previous hit.

Lakers up 9 with 3 minutes to play.

Russell has 25 points, 9 assists and 5 boards in 28 minutes on 9 of 16 FG's and 4 of 7 3's."
320,2023-03-11 05:31:51+00:00,LakersReporter,"It's a 22-8 run capped by D-Lo's pullup 3.

The 1st and 2nd halves have been mirror images, w/LAL's starters falling behind by double digits, and the bench group - plus a starter or two - bursting out on big runs to not just take the lead, but push them towards double figures."
321,2023-03-11 05:23:45+00:00,LakersReporter,"Austin Reaves is electrifying the building, on both ends ... with some pretty moves on O, and then a strip of Trent Jr. that caused a TO.

Lakers take a 93-92 lead with a Schröder 3, capping an 8-2 run."
322,2023-03-11 05:18:36+00:00,LakersReporter,"LAL's bench, for a second straight half, got the Lakers back into it with a good run to close a quarter, as Reaves (11 points, 3 assists) and Hachimura (16 points, 3 boards) helped them trim a 12-point deficit to 5 at quarter's end."
323,2023-03-11 05:01:02+00:00,LakersReporter,"LAL had grabbed control of the game in the 2nd Q, but Toronto has started the 3rd even better than they started the game, with a 19-2 run to put LAL down by 9."
324,2023-03-11 04:54:33+00:00,LakersReporter,"A rough start to the 3rd Q for LAL saw their 8-point halftime lead evaporate in less than 2 minutes, as the Raptors took advantage of two missed 3's from Vanderbilt, a turnover and a missed Russell layup to score 9 straight."
325,2023-03-11 04:36:03+00:00,LakersReporter,"A terrific 2nd Q from LAL produced a 39-27 edge over Toronto, and a 70-62 halftime lead, despite Anthony Davis (7 boards, 3 assists) taking only 4 shots.

Vanderbilt had 14, Schröder 13, Russell 12 and Hachimura 12 in a balanced effort.

LAL trailed by 15 early before the rally."
326,2023-03-11 04:30:23+00:00,LakersReporter,"A lil' sauce from @Dloading has Lakers fans on their feet heading into a time out, as he backed up a pretty reverse layup over Jakob Poeltl with a pull-up triple off a nice dribble move to put LAL up 64-58."
327,2023-03-11 04:17:33+00:00,LakersReporter,"Vanderbilt is already just 1 point shy of his season high as a Laker, with 14 points in his 13 minutes, on 5 of 5 FG's with a pair of 3's and a pair of FT's."
328,2023-03-11 04:06:46+00:00,LakersReporter,"LAL trailed 25-10 midway through the 1st Q, but outscored Toronto 21-10 from that point on, closing to within 4 after 12 minutes.

Hachimura and Schröder both scored 6 points off the bench."
329,2023-03-11 03:59:31+00:00,LakersReporter,"Toronto came into this game ranked 27th in the NBA in 3-point % at 33.7%, but start 4 for 5 tonight, including a banker from Fred VanVleet.

LAL have started to score, however, and are hanging in at 31-24 late in the 1st."
330,2023-03-11 03:53:25+00:00,LakersReporter,"LAL have an 8-0 run to counter Toronto's early burst, trimming what had grown to a 15-point lead to 7."
331,2023-03-11 03:48:55+00:00,LakersReporter,"LAL haven't gotten Davis a shot attempt yet ... he does have 2 assists with Toronto focusing attention his way. Beasley and Russell are a combined 1 for 6, and LAL have 3 TO's to 0 from Toronto. 

Raptors lead 22-10 into the first time out."
332,2023-03-11 03:47:19+00:00,LakersReporter,"LAL came into this game No. 1 in defensive rating since the trade deadline, but haven't looked like that thus far, with Toronto starting 8 for 11 from the field, getting several open looks, many right at LAL's rim."
333,2023-03-10 20:56:09+00:00,LakersReporter,👀
334,2023-03-09 21:06:14+00:00,LakersReporter,"Darvin Ham on D’Angelo Russell: “He went through a full practice today and we expect him to be available for tomorrow.”

Russell will return to the starting lineup, with Schröder back to the bench. Ham added Schröder will still be in the mix to finish games."
335,2023-03-09 20:02:42+00:00,LakersReporter,"Medical update from the team:

“Mo Bamba has been evaluated by Lakers team doctors and has been diagnosed with a high left ankle sprain. He will be re-evaluated in approximately four weeks.”"
336,2023-03-08 06:03:04+00:00,LakersReporter,"Austin Reaves on the Lakers defense of late: ""Having AD and Vando (Jarred Vanderbilt) helps.""

He mentioned Troy Brown. Jr., as well."
337,2023-03-08 05:59:27+00:00,LakersReporter,"Anthony Davis cited the team's defense as the reason they've been able to win games out of the All-Star break, as they're 5-2 riding the 2nd-ranked defense in that stretch."
338,2023-03-08 05:54:49+00:00,LakersReporter,The last Laker to have at least two games of 30+ points and 20+ boards in a season was Shaq in 2003-04.
339,2023-03-08 05:49:03+00:00,LakersReporter,Lakers are hopeful D'Angelo Russell will be able to return for Friday's game; he'll go through a scrimmage-type setting tomorrow and they'll see how he responds.
340,2023-03-08 05:45:25+00:00,LakersReporter,"With @AntDavis23 leading the way, the Lakers are now 7-3 since the trade deadline, despite LeBron only playing three games (all wins) and D'Angelo Russell four (3-1). 

That's brought LAL from 13th to 9th in the West."
341,2023-03-08 05:40:31+00:00,LakersReporter,"Darvin Ham's thoughts on Anthony Davis, who finished with 30 points, 22 boards, 3 assists and 2 blocks in 36 minutes:

""Wilt."""
342,2023-03-08 05:25:23+00:00,LakersReporter,"This is AD's 2nd game with at least 20 points (28 tonight) and 20 rebounds. Last one was at Phoenix in November (37 and 20 with 5 blocks and 5 steals). 

He had 28 points and 19 boards at Memphis last week."
343,2023-03-08 05:19:20+00:00,LakersReporter,"Stu Lantz on our @SpectrumSN broadcast going into a time out after Davis hit 2 FT's, forced a JJJ miss and cleared the rebound, pushed it in transition and fed Hachimura for a layup that put LAL up 103-98 with 3:53 left:

""What else do you want him to do?"""
344,2023-03-08 05:09:56+00:00,LakersReporter,"Davis drew JJJ's 5th PF, and he'll sit with 7 minutes to play and LAL down 1. 

Aldama, who's been impactful on offense with 11 bench points, checks in."
345,2023-03-08 05:06:40+00:00,LakersReporter,"Davis is up to 25 points with his 17 boards and 2 blocks, and converted 10 of 14 shots after B2B buckets at the Memphis rim. He has an and-1 FT coming out of a time out to bring LAL within 1."
346,2023-03-08 05:00:15+00:00,LakersReporter,"Memphis has attempted 27 free throws to LAL's 20, helping them to an 89-85 lead early in the 4th despite an Austin Reaves layup."
347,2023-03-08 04:01:01+00:00,LakersReporter,"Great energy from LAL on the defensive end with AD back on the floor, as Schröder and Reaves notched B2B steals, both resulting in transition hoops, to tie the score at 54."
348,2023-03-08 03:56:40+00:00,LakersReporter,"Davis is back on the court and should be checking in with 2:37 to play.

They were up 3 when Davis went out after the hit to his face; they're now down 6 as Memphis has repeatedly taken the ball into LAL's paint in his absence."
349,2023-03-08 03:50:58+00:00,LakersReporter,"Lakers are still awaiting Davis getting patched up in the back. He'd dominated the Grizzlies on both ends (13 points, 10 boards in 12 minutes), but has been out for 3 minutes and counting after getting hit in the face."
350,2023-03-08 03:46:05+00:00,LakersReporter,"Unfortunate for both Davis and the Lakers, as blood drawn on a foul by Roddy causes AD to have to go to the locker room after they couldn't fully stop the bleeding during the time out. 

LAL up 34-31 midway through the 2nd Q."
351,2023-03-08 03:26:27+00:00,LakersReporter,"Another spectacular start from Anthony Davis has LAL up 23-16 after his first 3-pointer. 

He has 13 points, 9 boards, an assist and a block."
352,2023-03-08 02:12:01+00:00,LakersReporter,D'Angelo Russell is out tonight. It'll be the 6th straight game he misses with his ankle injury.
353,2023-03-08 01:25:34+00:00,LakersReporter,"Darvin Ham gave his respect and love to Pau Gasol, whom he played against and coached, and cited how much he enjoyed Pau on and off the floor. 

He recalled his favorite Pau game as Game 7 against Denver in Round 1 of the 2012 playoffs, when he dominated with 23P, 17R, 6A + 4B."
354,2023-03-08 01:08:28+00:00,LakersReporter,"Pau talked about how much he treasured his relationship w/Kobe off the court, as it wasn’t common for Kobe to open himself up that way, adding how meaningful it is to him that the bond has continued between Pau, his family and Vanessa Bryant and her girls."
355,2023-03-08 00:55:48+00:00,LakersReporter,"Pau Gasol on his day: “It’s something very special.”

He described many feelings, including pride and honor thinking about his career. There’s also the mix of appreciation, sadness and sense of loss regarding his brotherhood with Kobe, as his No. 16 will go up next to 8 and 24."
356,2023-03-07 22:18:13+00:00,LakersReporter,"Deep dive into the standings, and a look at the most-likely outcomes in the play-in and playoff chase: 👇🏻"
357,2023-03-06 18:21:52+00:00,LakersReporter,Full breakdown of an important Lakers win over Golden State:
358,2023-03-05 23:45:11+00:00,LakersReporter,"“I don’t think he gets the credit he deserves,” said Austin Reaves about Troy Brown, Jr., who joined us for the walkoff after playing a team-high 41 minutes towards 14 points with 8 boards:"
359,2023-03-05 23:04:12+00:00,LakersReporter,"LAL up 109-101 after a tough bucket from AD through Draymond, a stop, and 2 Schröder free throws, with 29 seconds to play. 

Fantastic game from @AntDavis23 on both ends: 39 points, 8 boards, 6 assists, 2 blocks."
360,2023-03-05 22:58:26+00:00,LakersReporter,"LAL were up 8 after a Davis bucket, and got the ball with a steal, but then missed a pair of jumpers with GSW getting B2B 3's from Curry, then Klay, to trim the margin to 2 with 1:45 to play."
361,2023-03-05 22:55:49+00:00,LakersReporter,"Dennis Schröder loves to walk the dog, and just killed about 10 seconds of clock doing so, before driving and finding Davis for a short floater that put LAL up 8."
362,2023-03-05 22:31:22+00:00,LakersReporter,"A key stretch from Austin Reaves helped the Lakers take a 78-72 lead out of the 3rd. He hit a pair of 3's, notched a steal, and tallied his 5th assist in 17 minutes in the final 4 minutes of the 3rd Q.

His 12 points come on 4 of 6 FG's with 3 made triples in 17 minutes."
363,2023-03-05 22:10:48+00:00,LakersReporter,"Vanderbilt has 4 boards (2 offensive) and 4 points in the first 3 minutes of the 3rd Q, plus a Beasley 3, to spark LAL to a 62-57 edge into a GSW time out."
364,2023-03-05 21:49:16+00:00,LakersReporter,"It was a tough 2nd Q for the Lakers after the took a 15-point led out of the 1st Q, as GSW outscored them 36-22 to trim the halftime margin to just one."
365,2023-03-05 21:35:28+00:00,LakersReporter,Mo Bamba is out for the rest of the game with a left ankle injury.
366,2023-03-05 21:23:00+00:00,LakersReporter,"Walker IV and Gabriel both had shots near the basket rim out, as LAL's second unit continues to struggle to score."
367,2023-03-05 21:21:11+00:00,LakersReporter,Draymond's back in for GSW.
368,2023-03-05 21:19:11+00:00,LakersReporter,"LAL take a 33-18 lead out of the 1st Q, as neither team managed to score in the final two minutes of the period.

Davis led LAL with 15 points in his 10 minutes.

Meanwhile, Draymond Green is questionable to return for GSW with a left hand injury."
369,2023-03-05 21:17:41+00:00,LakersReporter,"Mo Bamba had to leave the game, as Wenyen Gabriel checks in. Appeared to tweak an ankle, but we'll get an update shortly."
370,2023-03-05 20:55:28+00:00,LakersReporter,"Good start for the Lakers, who take a 17-7 lead after Davis hit a short jumper.

LAL are 7 of 10 from the field, and have held GSW to 2 of 8, with Klay Thompson making their two FG's."
371,2023-03-05 18:53:01+00:00,LakersReporter,"The Lakers have had success against the Warriors in the last two games, but Stephen Curry didn’t play in either matchup. Darvin Ham said one key, with Steph returning today, is to stay disciplined and “Try not to give him freebies.”"
372,2023-03-04 05:54:48+00:00,LakersReporter,"The Lakers got within as few as 3 points in a 4th Q they trailed by as many as 14, but Minnesota got 5 straight points from Mike Conley to pull away, and win 110-102 despite 38 points from Davis."
373,2023-03-04 05:40:00+00:00,LakersReporter,It's a 10-1 LAL run. Deficit down to 4.
374,2023-03-04 05:35:31+00:00,LakersReporter,"B2B 3's from Davis (33 points), and then Beasley (15) give the Lakers some life here, with 6:52 to play, trimming Minnesota's lead to 97-90."
375,2023-03-04 04:44:43+00:00,LakersReporter,"LAL trail 56-55 at the half, but hung in very well after Anthony Davis picked up his 3rd PF and sat at the 4:36 mark.

LAL trailed by 7 at that time, but trimmed 6 off the lead despite AD being on the bench."
376,2023-03-04 04:14:54+00:00,LakersReporter,Six straight points from Rui Hachimura for the Lakers to start the 2nd Q.
377,2023-03-04 04:07:29+00:00,LakersReporter,"LAL got a late triple from Lonnie Walker IV, their 4th of the quarter, enough for a 34-33 lead after 1.

@AntDavis23 led the way with 16 points on 6 of 9 FG's and 4 of 4 FT's."
378,2023-03-04 03:50:37+00:00,LakersReporter,"Troy Brown Jr. and Malik Beasley, who combined for 7 triples at OKC last game, open a combined 3 for 3 tonight vs. MIN, with Brown Jr. hitting 2.

LAL lead 18-12."
379,2023-03-04 01:54:25+00:00,LakersReporter,"Darvin Ham noted the reality of LeBron and Russell both being out, but noted this message to the team:

“We have more than enough talent to still take care of our business.”"
380,2023-03-04 01:50:19+00:00,LakersReporter,"Davis and Schröder, as expected, are both good to go tonight, via Darvin Ham."
381,2023-03-03 01:31:12+00:00,LakersReporter,"LeBron and Russell remain out for Friday’s game.

Davis and Schröder are both probable."
382,2023-03-02 19:02:31+00:00,LakersReporter,"Medical update on @KingJames, via the team:

LeBron James has been evaluated by Lakers team physicians and medical staff, and it has been determined that he has sustained a right foot tendon injury. LeBron will be reevaluated in approximately three weeks."
383,2023-03-02 04:30:14+00:00,LakersReporter,"Huge second half from Schröder, fighting through an ankle sprain for 22 second half points:"
384,2023-03-02 03:55:35+00:00,LakersReporter,"Of his highly efficient shooting of late (68.2% FG’s over the last 14 days, 60% last 30), Austin Reaves said he’s aware of how much talent is on the floor, and how ball movement can create better, more open shots: “I try not to put myself in position to take a bad shot.”"
385,2023-03-02 03:52:48+00:00,LakersReporter,"“Tonight we took a big step chemistry wise,” said Austin Reaves, with LAL forced to figure things out on the fly without LeBron, AD and Russell on the floor.

Reaves stepped up with 19 points and 4 assists on 5 of 5 FG’s, and was 8 for 8 at the line before missing his last."
386,2023-03-02 03:23:38+00:00,LakersReporter,Will be a failed challenge by OKC. Dort was moving into Schröder.
387,2023-03-02 03:21:02+00:00,LakersReporter,"Austin Reaves: 5 for 5 from the field, and 7 for 7 from the line after 4 straight clutch time free throws (18 points).

LAL lead 120-115, with the ball, and 43.5 seconds to play (10 on the shot clock)."
388,2023-03-02 03:03:40+00:00,LakersReporter,"LAL up 105-92.

Schröder has been terrific in the 2nd half after hurting his ankle in the 1st.

After going 1 for 7 in the 1st, he's now 6 for 8 in the 2nd, for 16 of his 20 points.

Rui Hachimura has also been big, with 7 of his 9 points and 4 of 9 boards in the 2nd."
389,2023-03-02 02:47:22+00:00,LakersReporter,"LAL lead 90-84 after 3 (33-24 in 3rd Q).

To close it, Schröder caught I. Joe in too close to his body and swung through to draw bonus FT's with 13.5 seconds left, then drew a foul by hounding Giddey and selling contact from Williams, the screener."
390,2023-03-02 02:40:47+00:00,LakersReporter,"With Austin Reaves making some plays, LAL are up to 15 made 3's tonight, after B2B makes from Schröder (his 3rd) and Walker IV (his 1st).

Brown has 4, Bamba 3, Beasley 3, and Reaves 1.

LAL up 86-81 with 1:15 left in the 3rd."
391,2023-03-02 02:36:11+00:00,LakersReporter,"Troy Brown Jr.'s up to 17 points, his season high, and they've been needed, as LAL trail 79-76.

He's 4 of 6 from 3 tonight. He came in shooting 35.4% from distance."
392,2023-03-02 02:03:13+00:00,LakersReporter,"After going down by 8, LAL managed the final 5 points of the half, with a Schröder 3 and Vanderbilt dunk from Reaves.

OKC's lead is 60-57 at the break."
393,2023-03-02 01:52:04+00:00,LakersReporter,"After a tough shooting night in Memphis, Troy Brown Jr.'s had a  bounce-back night, starting 4 of 4 with 3 triples, plus a steal and assist for Beasley's 3rd, that has LAL up 48-44."
394,2023-03-02 01:40:20+00:00,LakersReporter,"LAL had an 11-point lead, but allowed OKC to trim it to just 1, at 31-30. Thunder got a bunch of wide open 3's against LAL's coverages, and made 7."
395,2023-03-02 01:31:01+00:00,LakersReporter,"Max Christie, who hasn't played much of late since LAL made its trade deadline acquisition, steps in and immediately gets a steal, and then a smooth pull-up jumper. LAL up 26-15."
396,2023-03-02 01:25:27+00:00,LakersReporter,Schröder is one of the tougher players in the league ... he's going to try and stay in the game.
397,2023-03-02 01:24:12+00:00,LakersReporter,"Already down LeBron, AD and D'Angelo, the Lakers really need the offensive creation from Dennis Schröder, who's been effective early breaking down OKC's defense.

And yet, Schröder just turned his ankle on a drive into traffic."
398,2023-03-02 01:19:49+00:00,LakersReporter,"LAL take an 18-13 lead into the first time out in OKC, boosted by 8 points from Troy Brown Jr. (2 of 2 from 3) and 5 from Malik Beasley (1 for 3 from 3).

After committing 27 TO's last night, they've yet to have a miscue at the 5:29 mark."
399,2023-03-02 00:30:05+00:00,LakersReporter,"Lakers starters at OKC in the absence of LeBron, AD and Russell:

Schröder, Beasley, Brown, Jr., Vanderbilt and Bamba"
400,2023-03-01 23:41:32+00:00,LakersReporter,"Ham explained that this was planned from a medical perspective, to keep both the short- and long-term health of the player - Davis in this case - as the top priority."
401,2023-03-01 23:26:25+00:00,LakersReporter,"Kenrich Williams is out for OKC, as is Shai Gilgeous-Alexander."
402,2023-03-01 21:01:05+00:00,LakersReporter,"Lakers at Thunder, Three Things to Know:

https://t.co/y9IjHCb36A"
403,2023-03-01 18:24:29+00:00,LakersReporter,"LAL will be shorthanded on this B2B at OKC tonight, with AD, LeBron and Russell all out. They'll require a rally-around-the-flag effort.

Meanwhile, Shai Gilgeous-Alexander is in health and safety protocols for OKC (and missed the prior 3 games with injuries)."
404,2023-03-01 03:01:44+00:00,LakersReporter,"Ham on missing LeBron: “You got arguably the best player to ever play the game, you’re going to feel his absence. That’s for damn sure. But we have capable players at all positions. It’s just a matter of us slowing down … and having a rhythm to what we’re doing.”"
405,2023-03-01 03:01:18+00:00,LakersReporter,"Re: the big TO margin (26-7), Darvin Ham said the Lakers  were trying to play the right way, but have to make quicker decisions on the catch. Either shoot it, quick drive down hill, or swing it to the next guy. Held it for too many extra seconds, took too many extra dribbles."
406,2023-03-01 02:51:48+00:00,LakersReporter,"Final: Grizzlies 121, LAL 109.

Without LeBron and D'Angelo Russell, LAL battled, but fell victim to a massive turnover margin of 26-6, too much to overcome despite a huge effort from Davis (28 points, 19 boards, 5 blocks) plus 17 points and 7 assists from Reaves."
407,2023-03-01 02:41:28+00:00,LakersReporter,"Anthony Davis has the NBA's only game of at least 30 points, 20 boards and 5 blocks, back in November at PHX.

Tonight, he has 25 points, 19 boards and 5 blocks with 3:10 to play.

LAL had cut the deficit to 4, but it's back to 8."
408,2023-03-01 02:34:15+00:00,LakersReporter,"Out of the time out, LAL have Jarred Vanderbilt defending Ja Morant."
409,2023-03-01 02:19:57+00:00,LakersReporter,"After Ja Morant completely dominated the 3rd Q, LAL get a 6-point swing to start the 4th, as Bane rimmed out on a 3, and Hachimura hit a triple for LAL to get the deficit to 6."
410,2023-03-01 02:04:14+00:00,LakersReporter,"In 24 minutes, @AntDavis23 has 20 points, 15 boards and 5 blocks. 

Game tied at 73 after his block on one end, and FT's on the other."
411,2023-03-01 01:52:58+00:00,LakersReporter,"LAL's going to need to get some 3's to fall from the starters around AD and Vanderbilt. Brown Jr., Beasley and Schröder are a combined 0 for 8 thus far.

Reaves and Walker IV do have 6 combined 3's off the bench."
412,2023-03-01 01:32:02+00:00,LakersReporter,"Just a fantastic defensive half from Anthony Davis, the biggest reason LAL is up 49-46 despite having 15 turnovers to  just 4 from the Grizzlies. 

Austin Reaves hitting 4 triples helped as well."
413,2023-03-01 01:25:55+00:00,LakersReporter,"Turnovers are killing LAL. They have 12 already, to just 3 from Memphis, after 2 in a row.

They were up 38-34, before an 8-0 Memphis run had them down 42-38.

Austin Reaves had an answer, though, with an and-1 3, to tie it at 42."
414,2023-03-01 01:14:40+00:00,LakersReporter,AD has been dominant in the LAL defensive paint. He has 4 blocks already.
415,2023-03-01 01:12:39+00:00,LakersReporter,"Lonnie Walker IV's 2nd triple in 4 attempts gave LAL a 35-34 lead. He's been part of a big bench scoring effort for the shorthanded Lakers. Bench has 24 points, starters 11. 

Memphis had 35 points, but a Bane 3 was overruled to a 2 (he had his foot on the line)."
416,2023-03-01 00:58:32+00:00,LakersReporter,"Tyus Jones, one of the more underrated reserves in the NBA, scored 5 straight points to put Memphis up 23-20 after LAL had taken the lead on a Wenyen Gabriel putback as Gabriel gets the early backup 5 minutes over Bamba."
417,2023-03-01 00:48:41+00:00,LakersReporter,"Anthony Davis has drawn 3 PF's already, the most recent on Memphis putting him on the free throw line at the 4:49 mark.

All tied at 14 after he split a pair; AD has 6 points and 6 boards."
418,2023-03-01 00:01:01+00:00,LakersReporter,"Schröder, Beasley, Brown Jr., Vanderbilt and Davis will start at Memphis."
419,2023-02-28 23:38:32+00:00,LakersReporter,"D’Angelo Russell is officially out tonight in Memphis. Darvin Ham said he has doubt that Russell will be ready to go at OKC tomorrow, but hasn’t ruled that out.

LAL will need Schöder and Reaves especially to pick up the playmaking with LeBron also out."
420,2023-02-28 23:07:05+00:00,LakersReporter,"Darvin Ham said it’s obviously a huge loss to miss LeBron for however long he’s out, but they have to proceed full steam ahead with their goals, and work to get into the playoff picture."
421,2023-02-28 23:04:33+00:00,LakersReporter,"Darvin Ham said LeBron James is going through medical evaluation that’s ongoing, so there’s no update just yet."
422,2023-02-28 22:04:52+00:00,LakersReporter,"Lakers vs. Grizzlies, Three Things to Know:

https://t.co/eQ8uxpSBmt"
423,2023-02-27 23:15:12+00:00,LakersReporter,"Lakers injury update for Tuesday in Memphis:

Davis: probable 
LeBron: out (right foot soreness)
Russell: doubtful (right ankle sprain)"
424,2023-02-27 00:23:21+00:00,LakersReporter,"AD on having Vanderbilt in the lineup alongside him and LeBron:

“It gives us a lot more freedom on the defensive end.”

They can switch, stay home, trap and recover … all three can handle bigs and wings."
